SN,Commodity,Date,Unit,Minimum,Maximum,Average
89400,Okara,2017-03-23,Kg,80.0,90.0,85.0
89401,Barela,2017-03-23,Kg,35.0,40.0,37.5
89402,Arum,2017-03-23,Kg,55.0,60.0,57.5
89403,Christophine,2017-03-23,Kg,35.0,40.0,37.5
89404,Brd Leaf Mustard,2017-03-23,Kg,30.0,35.0,32.5
89405,Spinach Leaf,2017-03-23,Kg,30.0,35.0,32.5
89406,Cress Leaf,2017-03-23,Kg,30.0,35.0,32.5
89407,Mustard Leaf,2017-03-23,Kg,30.0,35.0,32.5
89408,Fenugreek Leaf,2017-03-23,Kg,30.0,35.0,32.5
89409,Onion Green,2017-03-23,Kg,20.0,25.0,22.5
89410,Bakula,2017-03-23,Kg,50.0,55.0,52.5
89411,Mushroom(Kanya),2017-03-23,Kg,120.0,130.0,125.0
89412,Brocauli,2017-03-23,Kg,60.0,65.0,62.5
89413,Sugarbeet,2017-03-23,Kg,60.0,70.0,65.0
89414,Drumstick,2017-03-23,Kg,120.0,130.0,125.0
89415,Bauhania flower,2017-03-23,Kg,90.0,100.0,95.0
89416,Red Cabbbage,2017-03-23,Kg,50.0,60.0,55.0
89417,Lettuce,2017-03-23,Kg,35.0,40.0,37.5
89418,Knolkhol,2017-03-23,Kg,35.0,40.0,37.5
89419,Celery,2017-03-23,Kg,90.0,100.0,95.0
89420,Parseley,2017-03-23,Kg,90.0,100.0,95.0
89421,Fennel Leaf,2017-03-23,Kg,35.0,40.0,37.5
89422,Mint,2017-03-23,Kg,90.0,100.0,95.0
89423,Turnip A,2017-03-23,Kg,35.0,40.0,37.5
89424,Tamarind,2017-03-23,Kg,100.0,110.0,105.0
89425,Bamboo Shoot,2017-03-23,Kg,120.0,130.0,125.0
89426,Tofu,2017-03-23,Kg,80.0,90.0,85.0
89427,Apple(Jholey),2017-03-23,Kg,100.0,110.0,105.0
89428,Banana,2017-03-23,Doz,80.0,90.0,85.0
89429,Lime,2017-03-23,Kg,450.0,500.0,475.0
89430,Pomegranate,2017-03-23,Kg,200.0,210.0,205.0
89431,Grapes(Green),2017-03-23,Kg,100.0,110.0,105.0
89432,Orange(Nepali),2017-03-23,Kg,50.0,60.0,55.0
89433,Water Melon(Green),2017-03-23,Kg,30.0,35.0,32.5
89434,Sweet Orange,2017-03-23,Kg,100.0,110.0,105.0
89435,Pineapple,2017-03-23,1 Pc,100.0,110.0,105.0
89436,Cucumber(Local),2017-03-23,Kg,50.0,55.0,52.5
89437,Jack Fruit,2017-03-23,Kg,60.0,70.0,65.0
89438,Pear(Local),2017-03-23,Kg,100.0,110.0,105.0
89439,Papaya(Nepali),2017-03-23,Kg,45.0,50.0,47.5
89440,Ginger,2017-03-23,Kg,40.0,50.0,45.0
89441,Chilli Dry,2017-03-23,Kg,270.0,280.0,275.0
89442,Chilli Green,2017-03-23,Kg,45.0,50.0,47.5
89443,Capsicum,2017-03-23,Kg,75.0,80.0,77.5
89444,Garlic Green,2017-03-23,Kg,75.0,80.0,77.5
89445,Coriander Green,2017-03-23,Kg,45.0,50.0,47.5
89446,Garlic Dry Chinese,2017-03-23,Kg,280.0,290.0,285.0
89447,Garlic Dry Nepali,2017-03-23,Kg,140.0,150.0,145.0
89448,Clive Dry,2017-03-23,Kg,200.0,210.0,205.0
89449,Clive Green,2017-03-23,Kg,70.0,80.0,75.0
89450,Fish Fresh,2017-03-23,Kg,220.0,225.0,222.5
89451,Tomato Big(Nepali),2017-03-24,Kg,25.0,30.0,27.5
89452,Tomato Small(Local),2017-03-24,Kg,25.0,30.0,27.5
89453,Potato Red,2017-03-24,Kg,14.0,16.0,15.0
89454,Potato White,2017-03-24,Kg,12.0,14.0,13.0
89455,Onion Dry (Indian),2017-03-24,Kg,22.0,24.0,23.0
89456,Carrot(Local),2017-03-24,Kg,25.0,30.0,27.5
89457,Cabbage(Local),2017-03-24,Kg,10.0,12.0,11.0
89458,Cauli Local,2017-03-24,Kg,20.0,25.0,22.5
89459,Cauli Terai,2017-03-24,Kg,15.0,20.0,17.5
89460,Raddish Red,2017-03-24,Kg,30.0,35.0,32.5
89461,Raddish White(Local),2017-03-24,Kg,10.0,12.0,11.0
89462,Brinjal Long,2017-03-24,Kg,30.0,35.0,32.5
89463,Brinjal Round,2017-03-24,Kg,30.0,35.0,32.5
89464,Cow pea(Long),2017-03-24,Kg,100.0,110.0,105.0
89465,Green Peas,2017-03-24,Kg,55.0,60.0,57.5
89466,French Bean(Local),2017-03-24,Kg,55.0,60.0,57.5
89467,Sword Bean,2017-03-24,Kg,55.0,60.0,57.5
89468,Bitter Gourd,2017-03-24,Kg,75.0,80.0,77.5
89469,Bottle Gourd,2017-03-24,Kg,40.0,45.0,42.5
89470,Pointed Gourd(Local),2017-03-24,Kg,75.0,80.0,77.5
89471,Pumpkin,2017-03-24,Kg,28.0,30.0,29.0
89472,Squash(Long),2017-03-24,Kg,28.0,30.0,29.0
89473,Okara,2017-03-24,Kg,95.0,100.0,97.5
89474,Barela,2017-03-24,Kg,35.0,40.0,37.5
89475,Arum,2017-03-24,Kg,55.0,60.0,57.5
89476,Christophine,2017-03-24,Kg,35.0,40.0,37.5
89477,Brd Leaf Mustard,2017-03-24,Kg,30.0,35.0,32.5
89478,Spinach Leaf,2017-03-24,Kg,30.0,35.0,32.5
89479,Cress Leaf,2017-03-24,Kg,30.0,35.0,32.5
89480,Mustard Leaf,2017-03-24,Kg,30.0,35.0,32.5
89481,Fenugreek Leaf,2017-03-24,Kg,30.0,35.0,32.5
89482,Onion Green,2017-03-24,Kg,20.0,25.0,22.5
89483,Bakula,2017-03-24,Kg,50.0,55.0,52.5
89484,Mushroom(Kanya),2017-03-24,Kg,100.0,110.0,105.0
89485,Brocauli,2017-03-24,Kg,60.0,65.0,62.5
89486,Sugarbeet,2017-03-24,Kg,60.0,70.0,65.0
89487,Drumstick,2017-03-24,Kg,120.0,130.0,125.0
89488,Bauhania flower,2017-03-24,Kg,100.0,110.0,105.0
89489,Red Cabbbage,2017-03-24,Kg,50.0,55.0,52.5
89490,Lettuce,2017-03-24,Kg,35.0,40.0,37.5
89491,Knolkhol,2017-03-24,Kg,35.0,40.0,37.5
89492,Celery,2017-03-24,Kg,90.0,100.0,95.0
89493,Parseley,2017-03-24,Kg,90.0,100.0,95.0
89494,Fennel Leaf,2017-03-24,Kg,35.0,40.0,37.5
89495,Mint,2017-03-24,Kg,90.0,100.0,95.0
89496,Turnip A,2017-03-24,Kg,35.0,40.0,37.5
89497,Tamarind,2017-03-24,Kg,100.0,110.0,105.0
89498,Bamboo Shoot,2017-03-24,Kg,120.0,130.0,125.0
89499,Tofu,2017-03-24,Kg,80.0,90.0,85.0
89500,Apple(Jholey),2017-03-24,Kg,100.0,110.0,105.0
89501,Banana,2017-03-24,Doz,80.0,90.0,85.0
89502,Lime,2017-03-24,Kg,450.0,500.0,475.0
89503,Pomegranate,2017-03-24,Kg,200.0,210.0,205.0
89504,Grapes(Green),2017-03-24,Kg,100.0,110.0,105.0
89505,Orange(Nepali),2017-03-24,Kg,50.0,60.0,55.0
89506,Water Melon(Green),2017-03-24,Kg,30.0,35.0,32.5
89507,Sweet Orange,2017-03-24,Kg,100.0,110.0,105.0
89508,Pineapple,2017-03-24,1 Pc,100.0,110.0,105.0
89509,Cucumber(Local),2017-03-24,Kg,50.0,55.0,52.5
89510,Jack Fruit,2017-03-24,Kg,60.0,65.0,62.5
89511,Pear(Local),2017-03-24,Kg,100.0,110.0,105.0
89512,Papaya(Nepali),2017-03-24,Kg,45.0,50.0,47.5
89513,Ginger,2017-03-24,Kg,40.0,50.0,45.0
89514,Chilli Dry,2017-03-24,Kg,270.0,280.0,275.0
89515,Chilli Green,2017-03-24,Kg,45.0,50.0,47.5
89516,Capsicum,2017-03-24,Kg,75.0,80.0,77.5
89517,Garlic Green,2017-03-24,Kg,70.0,75.0,72.5
89518,Coriander Green,2017-03-24,Kg,40.0,50.0,45.0
89519,Garlic Dry Chinese,2017-03-24,Kg,280.0,290.0,285.0
89520,Garlic Dry Nepali,2017-03-24,Kg,140.0,150.0,145.0
89521,Clive Dry,2017-03-24,Kg,200.0,210.0,205.0
89522,Clive Green,2017-03-24,Kg,70.0,80.0,75.0
89523,Fish Fresh,2017-03-24,Kg,220.0,225.0,222.5
89524,Tomato Big(Nepali),2017-03-25,Kg,25.0,30.0,27.5
89525,Tomato Small(Local),2017-03-25,Kg,25.0,30.0,27.5
89526,Potato Red,2017-03-25,Kg,14.0,16.0,15.0
89527,Potato White,2017-03-25,Kg,12.0,14.0,13.0
89528,Onion Dry (Indian),2017-03-25,Kg,22.0,25.0,23.5
89529,Carrot(Local),2017-03-25,Kg,25.0,30.0,27.5
89530,Cabbage(Local),2017-03-25,Kg,10.0,14.0,12.0
89531,Cauli Local,2017-03-25,Kg,20.0,25.0,22.5
89532,Cauli Terai,2017-03-25,Kg,15.0,20.0,17.5
89533,Raddish Red,2017-03-25,Kg,30.0,35.0,32.5
89534,Raddish White(Local),2017-03-25,Kg,10.0,12.0,11.0
89535,Brinjal Long,2017-03-25,Kg,30.0,35.0,32.5
89536,Brinjal Round,2017-03-25,Kg,30.0,35.0,32.5
89537,Cow pea(Long),2017-03-25,Kg,100.0,110.0,105.0
89538,Green Peas,2017-03-25,Kg,55.0,60.0,57.5
89539,French Bean(Local),2017-03-25,Kg,55.0,60.0,57.5
89540,Sword Bean,2017-03-25,Kg,55.0,60.0,57.5
89541,Bitter Gourd,2017-03-25,Kg,75.0,80.0,77.5
89542,Bottle Gourd,2017-03-25,Kg,40.0,50.0,45.0
89543,Pointed Gourd(Local),2017-03-25,Kg,75.0,80.0,77.5
89544,Pumpkin,2017-03-25,Kg,28.0,30.0,29.0
89545,Squash(Long),2017-03-25,Kg,28.0,30.0,29.0
89546,Okara,2017-03-25,Kg,90.0,100.0,95.0
89547,Barela,2017-03-25,Kg,35.0,40.0,37.5
89548,Arum,2017-03-25,Kg,55.0,60.0,57.5
89549,Christophine,2017-03-25,Kg,35.0,40.0,37.5
89550,Brd Leaf Mustard,2017-03-25,Kg,30.0,35.0,32.5
89551,Spinach Leaf,2017-03-25,Kg,30.0,35.0,32.5
89552,Cress Leaf,2017-03-25,Kg,30.0,35.0,32.5
89553,Mustard Leaf,2017-03-25,Kg,30.0,35.0,32.5
89554,Fenugreek Leaf,2017-03-25,Kg,30.0,35.0,32.5
89555,Onion Green,2017-03-25,Kg,30.0,35.0,32.5
89556,Bakula,2017-03-25,Kg,50.0,55.0,52.5
89557,Mushroom(Kanya),2017-03-25,Kg,100.0,110.0,105.0
89558,Brocauli,2017-03-25,Kg,60.0,65.0,62.5
89559,Sugarbeet,2017-03-25,Kg,60.0,70.0,65.0
89560,Drumstick,2017-03-25,Kg,120.0,130.0,125.0
89561,Bauhania flower,2017-03-25,Kg,100.0,110.0,105.0
89562,Red Cabbbage,2017-03-25,Kg,50.0,55.0,52.5
89563,Lettuce,2017-03-25,Kg,35.0,40.0,37.5
89564,Knolkhol,2017-03-25,Kg,35.0,40.0,37.5
89565,Celery,2017-03-25,Kg,90.0,100.0,95.0
89566,Parseley,2017-03-25,Kg,90.0,100.0,95.0
89567,Fennel Leaf,2017-03-25,Kg,35.0,40.0,37.5
89568,Mint,2017-03-25,Kg,90.0,100.0,95.0
89569,Turnip A,2017-03-25,Kg,35.0,40.0,37.5
89570,Tamarind,2017-03-25,Kg,100.0,110.0,105.0
89571,Bamboo Shoot,2017-03-25,Kg,120.0,130.0,125.0
89572,Tofu,2017-03-25,Kg,80.0,90.0,85.0
89573,Apple(Jholey),2017-03-25,Kg,100.0,110.0,105.0
89574,Banana,2017-03-25,Doz,80.0,90.0,85.0
89575,Lime,2017-03-25,Kg,450.0,500.0,475.0
89576,Pomegranate,2017-03-25,Kg,200.0,210.0,205.0
89577,Grapes(Green),2017-03-25,Kg,100.0,110.0,105.0
89578,Orange(Nepali),2017-03-25,Kg,50.0,60.0,55.0
89579,Water Melon(Green),2017-03-25,Kg,30.0,40.0,35.0
89580,Sweet Orange,2017-03-25,Kg,100.0,110.0,105.0
89581,Pineapple,2017-03-25,1 Pc,100.0,110.0,105.0
89582,Cucumber(Local),2017-03-25,Kg,50.0,55.0,52.5
89583,Jack Fruit,2017-03-25,Kg,60.0,65.0,62.5
89584,Pear(Local),2017-03-25,Kg,100.0,110.0,105.0
89585,Papaya(Nepali),2017-03-25,Kg,45.0,50.0,47.5
89586,Ginger,2017-03-25,Kg,40.0,50.0,45.0
89587,Chilli Dry,2017-03-25,Kg,270.0,280.0,275.0
89588,Chilli Green,2017-03-25,Kg,45.0,50.0,47.5
89589,Capsicum,2017-03-25,Kg,75.0,80.0,77.5
89590,Garlic Green,2017-03-25,Kg,70.0,75.0,72.5
89591,Coriander Green,2017-03-25,Kg,40.0,50.0,45.0
89592,Garlic Dry Chinese,2017-03-25,Kg,280.0,285.0,282.5
89593,Garlic Dry Nepali,2017-03-25,Kg,140.0,150.0,145.0
89594,Clive Dry,2017-03-25,Kg,200.0,210.0,205.0
89595,Clive Green,2017-03-25,Kg,70.0,80.0,75.0
89596,Fish Fresh,2017-03-25,Kg,220.0,225.0,222.5
89597,Tomato Big(Nepali),2017-03-26,Kg,25.0,30.0,27.5
89598,Tomato Small(Local),2017-03-26,Kg,25.0,30.0,27.5
89599,Potato Red,2017-03-26,Kg,14.0,16.0,15.0
89600,Potato White,2017-03-26,Kg,12.0,14.0,13.0
89601,Onion Dry (Indian),2017-03-26,Kg,22.0,24.0,23.0
89602,Carrot(Local),2017-03-26,Kg,25.0,30.0,27.5
89603,Cabbage(Local),2017-03-26,Kg,10.0,12.0,11.0
89604,Cauli Local,2017-03-26,Kg,20.0,25.0,22.5
89605,Cauli Terai,2017-03-26,Kg,15.0,20.0,17.5
89606,Raddish Red,2017-03-26,Kg,30.0,35.0,32.5
89607,Raddish White(Local),2017-03-26,Kg,10.0,12.0,11.0
89608,Brinjal Long,2017-03-26,Kg,25.0,30.0,27.5
89609,Brinjal Round,2017-03-26,Kg,25.0,30.0,27.5
89610,Cow pea(Long),2017-03-26,Kg,95.0,100.0,97.5
89611,Green Peas,2017-03-26,Kg,55.0,60.0,57.5
89612,French Bean(Local),2017-03-26,Kg,50.0,55.0,52.5
89613,Sword Bean,2017-03-26,Kg,55.0,60.0,57.5
89614,Bitter Gourd,2017-03-26,Kg,70.0,75.0,72.5
89615,Bottle Gourd,2017-03-26,Kg,40.0,45.0,42.5
89616,Pointed Gourd(Local),2017-03-26,Kg,70.0,75.0,72.5
89617,Pumpkin,2017-03-26,Kg,30.0,35.0,32.5
89618,Squash(Long),2017-03-26,Kg,25.0,30.0,27.5
89619,Okara,2017-03-26,Kg,80.0,85.0,82.5
89620,Barela,2017-03-26,Kg,35.0,40.0,37.5
89621,Arum,2017-03-26,Kg,55.0,60.0,57.5
89622,Christophine,2017-03-26,Kg,30.0,35.0,32.5
89623,Brd Leaf Mustard,2017-03-26,Kg,30.0,35.0,32.5
89624,Spinach Leaf,2017-03-26,Kg,30.0,35.0,32.5
89625,Cress Leaf,2017-03-26,Kg,30.0,35.0,32.5
89626,Mustard Leaf,2017-03-26,Kg,30.0,35.0,32.5
89627,Fenugreek Leaf,2017-03-26,Kg,30.0,35.0,32.5
89628,Onion Green,2017-03-26,Kg,20.0,25.0,22.5
89629,Bakula,2017-03-26,Kg,50.0,55.0,52.5
89630,Mushroom(Kanya),2017-03-26,Kg,110.0,120.0,115.0
89631,Brocauli,2017-03-26,Kg,50.0,55.0,52.5
89632,Sugarbeet,2017-03-26,Kg,60.0,70.0,65.0
89633,Drumstick,2017-03-26,Kg,120.0,130.0,125.0
89634,Bauhania flower,2017-03-26,Kg,120.0,130.0,125.0
89635,Red Cabbbage,2017-03-26,Kg,50.0,55.0,52.5
89636,Lettuce,2017-03-26,Kg,35.0,40.0,37.5
89637,Knolkhol,2017-03-26,Kg,35.0,40.0,37.5
89638,Celery,2017-03-26,Kg,90.0,100.0,95.0
89639,Parseley,2017-03-26,Kg,90.0,100.0,95.0
89640,Fennel Leaf,2017-03-26,Kg,35.0,40.0,37.5
89641,Mint,2017-03-26,Kg,90.0,100.0,95.0
89642,Turnip A,2017-03-26,Kg,35.0,40.0,37.5
89643,Tamarind,2017-03-26,Kg,100.0,110.0,105.0
89644,Bamboo Shoot,2017-03-26,Kg,120.0,130.0,125.0
89645,Tofu,2017-03-26,Kg,80.0,90.0,85.0
89646,Apple(Jholey),2017-03-26,Kg,100.0,110.0,105.0
89647,Banana,2017-03-26,Doz,80.0,90.0,85.0
89648,Lime,2017-03-26,Kg,450.0,500.0,475.0
89649,Pomegranate,2017-03-26,Kg,240.0,250.0,245.0
89650,Grapes(Green),2017-03-26,Kg,100.0,110.0,105.0
89651,Orange(Nepali),2017-03-26,Kg,50.0,60.0,55.0
89652,Water Melon(Green),2017-03-26,Kg,30.0,35.0,32.5
89653,Sweet Orange,2017-03-26,Kg,100.0,110.0,105.0
89654,Pineapple,2017-03-26,1 Pc,100.0,110.0,105.0
89655,Cucumber(Local),2017-03-26,Kg,50.0,55.0,52.5
89656,Jack Fruit,2017-03-26,Kg,50.0,60.0,55.0
89657,Pear(Local),2017-03-26,Kg,100.0,110.0,105.0
89658,Papaya(Nepali),2017-03-26,Kg,50.0,55.0,52.5
89659,Ginger,2017-03-26,Kg,40.0,50.0,45.0
89660,Chilli Dry,2017-03-26,Kg,270.0,280.0,275.0
89661,Chilli Green,2017-03-26,Kg,45.0,50.0,47.5
89662,Capsicum,2017-03-26,Kg,70.0,75.0,72.5
89663,Garlic Green,2017-03-26,Kg,70.0,80.0,75.0
89664,Coriander Green,2017-03-26,Kg,40.0,50.0,45.0
89665,Garlic Dry Chinese,2017-03-26,Kg,280.0,290.0,285.0
89666,Garlic Dry Nepali,2017-03-26,Kg,140.0,150.0,145.0
89667,Clive Dry,2017-03-26,Kg,200.0,210.0,205.0
89668,Clive Green,2017-03-26,Kg,70.0,80.0,75.0
89669,Fish Fresh,2017-03-26,Kg,220.0,225.0,222.5
89670,Tomato Big(Nepali),2017-03-27,Kg,25.0,30.0,27.5
89671,Tomato Small(Local),2017-03-27,Kg,30.0,35.0,32.5
89672,Potato Red,2017-03-27,Kg,14.0,16.0,15.0
89673,Potato White,2017-03-27,Kg,12.0,14.0,13.0
89674,Onion Dry (Indian),2017-03-27,Kg,22.0,24.0,23.0
89675,Carrot(Local),2017-03-27,Kg,25.0,30.0,27.5
89676,Cabbage(Local),2017-03-27,Kg,10.0,12.0,11.0
89677,Cauli Local,2017-03-27,Kg,18.0,20.0,19.0
89678,Cauli Terai,2017-03-27,Kg,15.0,16.0,15.5
89679,Raddish Red,2017-03-27,Kg,30.0,35.0,32.5
89680,Raddish White(Local),2017-03-27,Kg,12.0,14.0,13.0
89681,Brinjal Long,2017-03-27,Kg,25.0,30.0,27.5
89682,Brinjal Round,2017-03-27,Kg,25.0,30.0,27.5
89683,Cow pea(Long),2017-03-27,Kg,60.0,70.0,65.0
89684,Green Peas,2017-03-27,Kg,50.0,60.0,55.0
89685,French Bean(Local),2017-03-27,Kg,40.0,50.0,45.0
89686,Sword Bean,2017-03-27,Kg,50.0,60.0,55.0
89687,Bitter Gourd,2017-03-27,Kg,70.0,75.0,72.5
89688,Bottle Gourd,2017-03-27,Kg,40.0,45.0,42.5
89689,Pointed Gourd(Local),2017-03-27,Kg,70.0,75.0,72.5
89690,Pumpkin,2017-03-27,Kg,30.0,35.0,32.5
89691,Squash(Long),2017-03-27,Kg,25.0,30.0,27.5
89692,Okara,2017-03-27,Kg,80.0,90.0,85.0
89693,Barela,2017-03-27,Kg,35.0,40.0,37.5
89694,Arum,2017-03-27,Kg,55.0,60.0,57.5
89695,Christophine,2017-03-27,Kg,30.0,35.0,32.5
89696,Brd Leaf Mustard,2017-03-27,Kg,30.0,35.0,32.5
89697,Spinach Leaf,2017-03-27,Kg,30.0,35.0,32.5
89698,Cress Leaf,2017-03-27,Kg,30.0,35.0,32.5
89699,Mustard Leaf,2017-03-27,Kg,30.0,35.0,32.5
89700,Fenugreek Leaf,2017-03-27,Kg,30.0,35.0,32.5
89701,Onion Green,2017-03-27,Kg,20.0,25.0,22.5
89702,Bakula,2017-03-27,Kg,50.0,55.0,52.5
89703,Mushroom(Kanya),2017-03-27,Kg,70.0,80.0,75.0
89704,Brocauli,2017-03-27,Kg,50.0,60.0,55.0
89705,Sugarbeet,2017-03-27,Kg,60.0,70.0,65.0
89706,Drumstick,2017-03-27,Kg,120.0,130.0,125.0
89707,Bauhania flower,2017-03-27,Kg,130.0,140.0,135.0
89708,Red Cabbbage,2017-03-27,Kg,50.0,60.0,55.0
89709,Lettuce,2017-03-27,Kg,35.0,40.0,37.5
89710,Knolkhol,2017-03-27,Kg,35.0,40.0,37.5
89711,Celery,2017-03-27,Kg,90.0,100.0,95.0
89712,Parseley,2017-03-27,Kg,90.0,100.0,95.0
89713,Fennel Leaf,2017-03-27,Kg,35.0,40.0,37.5
89714,Mint,2017-03-27,Kg,90.0,100.0,95.0
89715,Turnip A,2017-03-27,Kg,35.0,40.0,37.5
89716,Tamarind,2017-03-27,Kg,100.0,110.0,105.0
89717,Bamboo Shoot,2017-03-27,Kg,120.0,130.0,125.0
89718,Tofu,2017-03-27,Kg,80.0,90.0,85.0
89719,Apple(Jholey),2017-03-27,Kg,100.0,110.0,105.0
89720,Banana,2017-03-27,Doz,80.0,90.0,85.0
89721,Lime,2017-03-27,Kg,400.0,500.0,450.0
89722,Pomegranate,2017-03-27,Kg,240.0,250.0,245.0
89723,Grapes(Green),2017-03-27,Kg,100.0,110.0,105.0
89724,Orange(Nepali),2017-03-27,Kg,50.0,55.0,52.5
89725,Water Melon(Green),2017-03-27,Kg,30.0,35.0,32.5
89726,Sweet Orange,2017-03-27,Kg,100.0,110.0,105.0
89727,Pineapple,2017-03-27,1 Pc,100.0,110.0,105.0
89728,Cucumber(Local),2017-03-27,Kg,50.0,60.0,55.0
89729,Jack Fruit,2017-03-27,Kg,40.0,50.0,45.0
89730,Pear(Local),2017-03-27,Kg,100.0,110.0,105.0
89731,Papaya(Nepali),2017-03-27,Kg,50.0,55.0,52.5
89732,Ginger,2017-03-27,Kg,40.0,50.0,45.0
89733,Chilli Dry,2017-03-27,Kg,270.0,280.0,275.0
89734,Chilli Green,2017-03-27,Kg,45.0,50.0,47.5
89735,Capsicum,2017-03-27,Kg,70.0,80.0,75.0
89736,Garlic Green,2017-03-27,Kg,70.0,80.0,75.0
89737,Coriander Green,2017-03-27,Kg,35.0,40.0,37.5
89738,Garlic Dry Chinese,2017-03-27,Kg,280.0,285.0,282.5
89739,Garlic Dry Nepali,2017-03-27,Kg,140.0,150.0,145.0
89740,Clive Dry,2017-03-27,Kg,200.0,210.0,205.0
89741,Clive Green,2017-03-27,Kg,70.0,80.0,75.0
89742,Fish Fresh,2017-03-27,Kg,220.0,230.0,225.0
89743,Tomato Big(Nepali),2017-03-28,Kg,25.0,30.0,27.5
89744,Tomato Small(Local),2017-03-28,Kg,35.0,40.0,37.5
89745,Potato Red,2017-03-28,Kg,14.0,16.0,15.0
89746,Potato White,2017-03-28,Kg,12.0,14.0,13.0
89747,Onion Dry (Indian),2017-03-28,Kg,22.0,24.0,23.0
89748,Carrot(Local),2017-03-28,Kg,25.0,30.0,27.5
89749,Cabbage(Local),2017-03-28,Kg,10.0,12.0,11.0
89750,Cauli Local,2017-03-28,Kg,18.0,25.0,21.5
89751,Cauli Terai,2017-03-28,Kg,15.0,18.0,16.5
89752,Raddish Red,2017-03-28,Kg,30.0,35.0,32.5
89753,Raddish White(Local),2017-03-28,Kg,12.0,15.0,13.5
89754,Brinjal Long,2017-03-28,Kg,20.0,25.0,22.5
89755,Brinjal Round,2017-03-28,Kg,20.0,25.0,22.5
89756,Cow pea(Long),2017-03-28,Kg,55.0,60.0,57.5
89757,Green Peas,2017-03-28,Kg,55.0,60.0,57.5
89758,French Bean(Local),2017-03-28,Kg,40.0,48.0,44.0
89759,Sword Bean,2017-03-28,Kg,55.0,60.0,57.5
89760,Bitter Gourd,2017-03-28,Kg,80.0,85.0,82.5
89761,Bottle Gourd,2017-03-28,Kg,35.0,42.0,38.5
89762,Pointed Gourd(Local),2017-03-28,Kg,55.0,60.0,57.5
89763,Pumpkin,2017-03-28,Kg,30.0,35.0,32.5
89764,Squash(Long),2017-03-28,Kg,25.0,30.0,27.5
89765,Okara,2017-03-28,Kg,80.0,85.0,82.5
89766,Barela,2017-03-28,Kg,35.0,40.0,37.5
89767,Arum,2017-03-28,Kg,55.0,60.0,57.5
89768,Brd Leaf Mustard,2017-03-28,Kg,30.0,35.0,32.5
89769,Spinach Leaf,2017-03-28,Kg,30.0,35.0,32.5
89770,Cress Leaf,2017-03-28,Kg,30.0,35.0,32.5
89771,Mustard Leaf,2017-03-28,Kg,30.0,35.0,32.5
89772,Fenugreek Leaf,2017-03-28,Kg,30.0,35.0,32.5
89773,Onion Green,2017-03-28,Kg,20.0,25.0,22.5
89774,Bakula,2017-03-28,Kg,50.0,55.0,52.5
89775,Mushroom(Kanya),2017-03-28,Kg,90.0,100.0,95.0
89776,Brocauli,2017-03-28,Kg,55.0,60.0,57.5
89777,Sugarbeet,2017-03-28,Kg,60.0,70.0,65.0
89778,Drumstick,2017-03-28,Kg,120.0,130.0,125.0
89779,Bauhania flower,2017-03-28,Kg,120.0,130.0,125.0
89780,Red Cabbbage,2017-03-28,Kg,50.0,55.0,52.5
89781,Lettuce,2017-03-28,Kg,35.0,40.0,37.5
89782,Knolkhol,2017-03-28,Kg,35.0,40.0,37.5
89783,Celery,2017-03-28,Kg,90.0,100.0,95.0
89784,Parseley,2017-03-28,Kg,90.0,100.0,95.0
89785,Fennel Leaf,2017-03-28,Kg,35.0,40.0,37.5
89786,Mint,2017-03-28,Kg,90.0,100.0,95.0
89787,Turnip A,2017-03-28,Kg,35.0,40.0,37.5
89788,Tamarind,2017-03-28,Kg,100.0,110.0,105.0
89789,Bamboo Shoot,2017-03-28,Kg,120.0,130.0,125.0
89790,Tofu,2017-03-28,Kg,80.0,90.0,85.0
89791,Apple(Jholey),2017-03-28,Kg,100.0,110.0,105.0
89792,Banana,2017-03-28,Doz,80.0,90.0,85.0
89793,Lime,2017-03-28,Kg,500.0,550.0,525.0
89794,Pomegranate,2017-03-28,Kg,240.0,250.0,245.0
89795,Grapes(Green),2017-03-28,Kg,100.0,110.0,105.0
89796,Orange(Nepali),2017-03-28,Kg,50.0,60.0,55.0
89797,Water Melon(Green),2017-03-28,Kg,30.0,35.0,32.5
89798,Sweet Orange,2017-03-28,Kg,100.0,110.0,105.0
89799,Pineapple,2017-03-28,1 Pc,100.0,110.0,105.0
89800,Cucumber(Local),2017-03-28,Kg,50.0,55.0,52.5
89801,Jack Fruit,2017-03-28,Kg,50.0,60.0,55.0
89802,Pear(Local),2017-03-28,Kg,100.0,110.0,105.0
89803,Papaya(Nepali),2017-03-28,Kg,50.0,55.0,52.5
89804,Ginger,2017-03-28,Kg,40.0,50.0,45.0
89805,Chilli Dry,2017-03-28,Kg,270.0,280.0,275.0
89806,Chilli Green,2017-03-28,Kg,50.0,58.0,54.0
89807,Capsicum,2017-03-28,Kg,90.0,100.0,95.0
89808,Garlic Green,2017-03-28,Kg,70.0,80.0,75.0
89809,Coriander Green,2017-03-28,Kg,45.0,50.0,47.5
89810,Garlic Dry Chinese,2017-03-28,Kg,280.0,290.0,285.0
89811,Garlic Dry Nepali,2017-03-28,Kg,140.0,150.0,145.0
89812,Clive Dry,2017-03-28,Kg,200.0,210.0,205.0
89813,Clive Green,2017-03-28,Kg,70.0,80.0,75.0
89814,Fish Fresh,2017-03-28,Kg,220.0,225.0,222.5
89815,Tomato Big(Nepali),2017-03-29,Kg,25.0,30.0,27.5
